obs	caseno	begin	end	event	backlog	agenda	qmv	qmvpostsea	qmvpostteu	coop	codec	eu9	eu10	eu12	eu15	thatcher
1193	615	0	1759	0	190	0	1	0	0	0	0	0	1	0	0	1
1194	615	1759	2100	1	190	0	1	0	0	0	0	0	0	1	0	1
1195	616	0	1414	1	190	0	1	0	0	0	0	0	1	0	0	1
1196	617	0	372	1	190	0	0	0	0	0	0	0	1	0	0	1
1197	618	0	440	1	190	0	0	0	0	0	0	0	1	0	0	1
1198	619	0	1674	0	190	0	0	0	0	0	0	0	1	0	0	1
1199	620	0	75	1	190	0	1	0	0	0	0	0	1	0	0	1
1200	621	0	1527	1	190	0	0	0	0	0	0	0	1	0	0	1
1201	622	0	186	1	190	0	1	0	0	0	0	0	1	0	0	1
1202	623	0	40	1	190	0	0	0	0	0	0	0	1	0	0	1
1203	624	0	63	1	190	0	1	0	0	0	0	0	1	0	0	1
1204	625	0	301	1	190	0	1	0	0	0	0	0	1	0	0	1
1205	626	0	713	1	190	0	0	0	0	0	0	0	1	0	0	1
1206	627	0	1612	0	190	0	1	0	0	0	0	0	1	0	0	1
1207	627	1612	1695	1	190	0	1	0	0	0	0	0	0	1	0	1
1208	628	0	642	1	190	0	0	0	0	0	0	0	1	0	0	1
1209	629	0	103	1	190	0	1	0	0	0	0	0	1	0	0	1
1210	630	0	96	1	190	0	1	0	0	0	0	0	1	0	0	1
1211	631	0	463	1	190	0	1	0	0	0	0	0	1	0	0	1
1212	632	0	511	1	190	0	1	0	0	0	0	0	1	0	0	1
1213	633	0	511	1	190	0	1	0	0	0	0	0	1	0	0	1
1214	634	0	1367	1	190	0	1	0	0	0	0	0	1	0	0	1
1215	635	0	1570	0	190	0	1	0	0	0	0	0	1	0	0	1
1216	635	1570	1828	1	190	0	1	0	0	0	0	0	0	1	0	1
1217	636	0	583	1	190	0	0	0	0	0	0	0	1	0	0	1
1218	637	0	1569	0	190	0	1	0	0	0	0	0	1	0	0	1
1219	637	1569	2099	0	190	0	1	0	0	0	0	0	0	1	0	1
1220	637	2099	3362	0	190	0	0	1	0	0	0	0	0	1	0	1
1221	637	3362	4111	1	190	0	0	1	0	0	0	0	0	1	0	0
1222	638	0	1569	0	190	0	0	0	0	0	0	0	1	0	0	1
1223	638	1569	2099	0	190	0	0	0	0	0	0	0	0	1	0	1
1224	638	2099	3362	0	190	0	0	0	0	0	0	0	0	1	0	1
1225	638	3362	3800	1	190	0	0	0	0	0	0	0	0	1	0	0
1226	639	0	1548	0	190	0	0	0	0	0	0	0	1	0	0	1
1227	639	1548	2078	0	190	0	0	0	0	0	0	0	0	1	0	1
1228	639	2078	2397	0	190	0	0	1	0	0	0	0	0	1	0	1
1229	640	0	574	1	190	0	0	0	0	0	0	0	1	0	0	1
1230	641	0	63	1	190	0	1	0	0	0	0	0	1	0	0	1
1231	642	0	62	1	190	0	0	0	0	0	0	0	1	0	0	1
1232	643	0	235	1	190	0	1	0	0	0	0	0	1	0	0	1
1233	644	0	1528	0	190	0	0	0	0	0	0	0	1	0	0	1
1234	644	1528	2058	0	190	0	0	0	0	0	0	0	0	1	0	1
1235	644	2058	2240	1	190	0	0	1	0	0	0	0	0	1	0	1
1236	645	0	329	0	190	0	0	0	0	0	0	0	1	0	0	1
1237	646	0	70	1	190	0	1	0	0	0	0	0	1	0	0	1
1238	647	0	1487	1	190	0	0	0	0	0	0	0	1	0	0	1
1239	648	0	381	1	190	0	0	0	0	0	0	0	1	0	0	1
1240	649	0	1471	0	190	0	0	0	0	0	0	0	1	0	0	1
1241	649	1471	2001	0	190	0	0	0	0	0	0	0	0	1	0	1
1242	649	2001	3111	0	190	0	0	0	0	0	0	0	0	1	0	1
1243	650	0	1456	0	174	0	0	0	0	0	0	0	1	0	0	1
1244	650	1456	1790	1	174	0	0	0	0	0	0	0	0	1	0	1
1245	651	0	265	0	174	0	0	0	0	0	0	0	1	0	0	1
1246	652	0	48	1	174	0	1	0	0	0	0	0	1	0	0	1
1247	653	0	1448	0	174	0	1	0	0	0	0	0	1	0	0	1
1248	653	1448	1978	0	174	0	1	0	0	0	0	0	0	1	0	1
1249	653	1978	2993	1	174	0	0	1	0	0	0	0	0	1	0	1
1250	654	0	1372	0	174	0	0	0	0	0	0	0	1	0	0	1
1251	655	0	140	1	174	0	1	0	0	0	0	0	1	0	0	1
1252	656	0	662	1	174	0	1	0	0	0	0	0	1	0	0	1
1253	657	0	437	1	174	0	0	0	0	0	0	0	1	0	0	1
1254	658	0	594	1	174	0	0	0	0	0	0	0	1	0	0	1
1255	659	0	1342	0	174	0	0	0	0	0	0	0	1	0	0	1
1256	659	1342	1872	0	174	0	0	0	0	0	0	0	0	1	0	1
1257	659	1872	2982	0	174	0	0	0	0	0	0	0	0	1	0	1
1258	660	0	167	1	174	0	1	0	0	0	0	0	1	0	0	1
1259	661	0	217	1	174	0	0	0	0	0	0	0	1	0	0	1
1260	662	0	1276	0	174	0	0	0	0	0	0	0	1	0	0	1
1261	662	1276	1806	0	174	0	0	0	0	0	0	0	0	1	0	1
1262	662	1806	1911	0	174	0	0	0	0	0	0	0	0	1	0	1
1263	663	0	200	1	174	0	0	0	0	0	0	0	1	0	0	1
1264	664	0	1266	0	174	0	0	0	0	0	0	0	1	0	0	1
1265	664	1266	1586	1	174	0	0	0	0	0	0	0	0	1	0	1
1266	665	0	119	1	174	0	1	0	0	0	0	0	1	0	0	1
1267	666	0	1225	1	174	0	0	0	0	0	0	0	1	0	0	1
1268	667	0	649	1	174	0	1	0	0	0	0	0	1	0	0	1
1269	668	0	1166	1	174	0	1	0	0	0	0	0	1	0	0	1
1270	669	0	1209	0	174	0	0	0	0	0	0	0	1	0	0	1
1271	669	1209	1371	1	174	0	0	0	0	0	0	0	0	1	0	1
1272	670	0	232	1	174	0	0	0	0	0	0	0	1	0	0	1
1273	671	0	1181	0	174	0	0	0	0	0	0	0	1	0	0	1
1274	671	1181	1326	1	174	0	0	0	0	0	0	0	0	1	0	1
1275	672	0	1174	0	174	0	0	0	0	0	0	0	1	0	0	1
1276	672	1174	1305	1	174	0	0	0	0	0	0	0	0	1	0	1
1277	673	0	160	1	174	0	1	0	0	0	0	0	1	0	0	1
1278	674	0	209	1	174	0	1	0	0	0	0	0	1	0	0	1
1279	675	0	1150	0	174	0	1	0	0	0	0	0	1	0	0	1
1280	675	1150	1351	1	174	0	1	0	0	0	0	0	0	1	0	1
1281	676	0	350	1	174	0	1	0	0	0	0	0	1	0	0	1
1282	677	0	40	1	174	0	0	0	0	0	0	0	1	0	0	1
1283	678	0	36	1	174	0	1	0	0	0	0	0	1	0	0	1
1284	679	0	1085	0	174	0	1	0	0	0	0	0	1	0	0	1
1285	680	0	449	1	174	0	0	0	0	0	0	0	1	0	0	1
1286	681	0	1105	0	174	0	1	0	0	0	0	0	1	0	0	1
1287	681	1105	1635	0	174	0	1	0	0	0	0	0	0	1	0	1
1288	681	1635	2265	1	174	0	0	1	0	1	0	0	0	1	0	1
1289	682	0	696	1	174	0	0	0	0	0	0	0	1	0	0	1
1290	683	0	1072	0	174	0	0	0	0	0	0	0	1	0	0	1
1291	683	1072	1602	0	174	0	0	0	0	0	0	0	0	1	0	1
1292	683	1602	2865	0	174	0	0	0	0	0	0	0	0	1	0	1
1293	683	2865	3933	0	174	0	0	0	0	0	0	0	0	1	0	0
1294	683	3933	4359	0	174	0	0	0	0	0	0	0	0	1	0	0
1295	683	4359	5049	0	174	0	0	0	0	0	0	0	0	0	1	0
1296	684	0	140	1	174	0	1	0	0	0	0	0	1	0	0	1
1297	685	0	1038	0	174	0	0	0	0	0	0	0	1	0	0	1
1298	685	1038	1568	0	174	0	0	0	0	0	0	0	0	1	0	1
1299	685	1568	2473	0	174	0	0	1	0	1	0	0	0	1	0	1
1300	686	0	475	1	174	0	1	0	0	0	0	0	1	0	0	1
1301	687	0	1002	0	174	0	0	0	0	0	0	0	1	0	0	1
1302	687	1002	1147	1	174	0	0	0	0	0	0	0	0	1	0	1
1303	688	0	390	1	174	0	0	0	0	0	0	0	1	0	0	1
1304	689	0	824	1	174	0	0	0	0	0	0	0	1	0	0	1
1305	690	0	447	1	174	0	0	0	0	0	0	0	1	0	0	1
1306	691	0	993	0	174	0	0	0	0	0	0	0	1	0	0	1
1307	691	993	1523	0	174	0	0	0	0	0	0	0	0	1	0	1
1308	691	1523	2260	1	174	0	0	1	0	1	0	0	0	1	0	1
1309	692	0	978	0	174	0	0	0	0	0	0	0	1	0	0	1
1310	692	978	1182	1	174	0	0	0	0	0	0	0	0	1	0	1
1311	693	0	105	1	174	0	1	0	0	0	0	0	1	0	0	1
1312	694	0	960	0	174	0	0	0	0	0	0	0	1	0	0	1
1313	694	960	1105	1	174	0	0	0	0	0	0	0	0	1	0	1
1314	695	0	581	1	174	0	1	0	0	0	0	0	1	0	0	1
1315	696	0	573	1	174	0	0	0	0	0	0	0	1	0	0	1
1316	697	0	931	0	174	0	0	0	0	0	0	0	1	0	0	1
1317	697	931	1219	0	174	0	0	0	0	0	0	0	0	1	0	1
1318	698	0	931	0	174	0	0	0	0	0	0	0	1	0	0	1
1319	698	931	1219	0	174	0	0	0	0	0	0	0	0	1	0	1
1320	699	0	931	0	174	0	0	0	0	0	0	0	1	0	0	1
1321	699	931	1219	0	174	0	0	0	0	0	0	0	0	1	0	1
1322	700	0	929	0	174	0	0	0	0	0	0	0	1	0	0	1
1323	700	929	1077	1	174	0	0	0	0	0	0	0	0	1	0	1
1324	701	0	434	1	174	0	0	0	0	0	0	0	1	0	0	1
1325	702	0	919	0	174	0	1	0	0	0	0	0	1	0	0	1
1326	702	919	1449	0	174	0	1	0	0	0	0	0	0	1	0	1
1327	702	1449	2712	0	174	0	0	1	0	0	0	0	0	1	0	1
1328	702	2712	3691	0	174	0	0	1	0	0	0	0	0	1	0	0
1329	703	0	915	0	174	0	0	0	0	0	0	0	1	0	0	1
1330	703	915	1445	0	174	0	0	0	0	0	0	0	0	1	0	1
1331	703	1445	2708	0	174	0	0	0	0	0	0	0	0	1	0	1
1332	703	2708	3687	0	174	0	0	0	0	0	0	0	0	1	0	0
1333	704	0	460	1	174	0	0	0	0	0	0	0	1	0	0	1
1334	705	0	229	1	174	0	1	0	0	0	0	0	1	0	0	1
1335	706	0	229	1	174	0	1	0	0	0	0	0	1	0	0	1
1336	707	0	228	1	174	0	1	0	0	0	0	0	1	0	0	1
1337	708	0	547	1	174	0	0	0	0	0	0	0	1	0	0	1
1338	709	0	460	1	174	0	1	0	0	0	0	0	1	0	0	1
1339	710	0	834	0	174	0	1	0	0	0	0	0	1	0	0	1
1340	710	834	1364	0	174	0	1	0	0	0	0	0	0	1	0	1
1341	710	1364	2471	1	174	0	0	1	0	0	0	0	0	1	0	1
1342	711	0	833	0	174	0	0	0	0	0	0	0	1	0	0	1
1343	711	833	1363	0	174	0	0	0	0	0	0	0	0	1	0	1
1344	711	1363	2626	0	174	0	0	0	0	0	0	0	0	1	0	1
1345	711	2626	2854	0	174	0	0	0	0	0	0	0	0	1	0	0
1346	712	0	828	0	174	0	0	0	0	0	0	0	1	0	0	1
1347	712	828	1358	0	174	0	0	0	0	0	0	0	0	1	0	1
1348	712	1358	2278	1	174	0	0	1	0	1	0	0	0	1	0	1
1349	713	0	428	1	174	0	0	0	0	0	0	0	1	0	0	1
1350	714	0	61	1	174	0	0	0	0	0	0	0	1	0	0	1
1351	715	0	798	0	174	0	0	0	0	0	0	0	1	0	0	1
1352	715	798	1328	0	174	0	0	0	0	0	0	0	0	1	0	1
1353	715	1328	1692	1	174	0	0	1	0	1	0	0	0	1	0	1
1354	716	0	771	0	174	0	0	0	0	0	0	0	1	0	0	1
1355	716	771	1301	0	174	0	0	0	0	0	0	0	0	1	0	1
1356	716	1301	2564	0	174	0	0	0	0	0	0	0	0	1	0	1
1357	716	2564	3632	0	174	0	0	0	0	0	0	0	0	1	0	0
1358	716	3632	4058	0	174	0	0	0	0	0	0	0	0	1	0	0
1359	716	4058	5188	0	174	0	0	0	0	0	0	0	0	0	1	0
1360	717	0	761	0	174	0	0	0	0	0	0	0	1	0	0	1
1361	717	761	1291	0	174	0	0	0	0	0	0	0	0	1	0	1
1362	717	1291	1438	1	174	0	0	1	0	1	0	0	0	1	0	1
1363	718	0	757	0	174	0	0	0	0	0	0	0	1	0	0	1
1364	718	757	1287	0	174	0	0	0	0	0	0	0	0	1	0	1
1365	718	1287	2550	0	174	0	0	1	0	1	0	0	0	1	0	1
1366	718	2550	3529	0	174	0	0	1	0	1	0	0	0	1	0	0
1367	719	0	125	1	174	0	0	0	0	0	0	0	1	0	0	1
1368	720	0	574	1	174	0	0	0	0	0	0	0	1	0	0	1
1369	721	0	748	0	174	0	0	0	0	0	0	0	1	0	0	1
1370	721	748	1278	0	174	0	0	0	0	0	0	0	0	1	0	1
1371	721	1278	1806	1	174	0	0	0	0	0	0	0	0	1	0	1
1372	722	0	2	1	174	0	0	0	0	0	0	0	1	0	0	1
1373	723	0	688	0	174	0	0	0	0	0	0	0	1	0	0	1
1374	724	0	741	0	174	0	0	0	0	0	0	0	1	0	0	1
1375	724	741	1271	0	174	0	0	0	0	0	0	0	0	1	0	1
1376	724	1271	1629	1	174	0	0	1	0	1	0	0	0	1	0	1
1377	725	0	96	1	202	0	0	0	0	0	0	0	1	0	0	1
1378	726	0	60	1	202	0	1	0	0	0	0	0	1	0	0	1
1379	727	0	726	0	202	0	0	0	0	0	0	0	1	0	0	1
1380	727	726	802	1	202	0	0	0	0	0	0	0	0	1	0	1
1381	728	0	723	0	202	0	0	0	0	0	0	0	1	0	0	1
1382	728	723	907	0	202	0	0	0	0	0	0	0	0	1	0	1
1383	729	0	337	1	202	0	1	0	0	0	0	0	1	0	0	1
1384	730	0	719	0	202	0	0	0	0	0	0	0	1	0	0	1
1385	730	719	801	1	202	0	0	0	0	0	0	0	0	1	0	1
1386	731	0	706	0	202	0	0	0	0	0	0	0	1	0	0	1
1387	731	706	1236	0	202	0	0	0	0	0	0	0	0	1	0	1
1388	731	1236	1594	1	202	0	0	1	0	1	0	0	0	1	0	1
1389	732	0	687	1	202	0	0	0	0	0	0	0	1	0	0	1
1390	733	0	286	1	202	0	1	0	0	0	0	0	1	0	0	1
1391	734	0	663	0	202	0	0	0	0	0	0	0	1	0	0	1
1392	734	663	1007	1	202	0	0	0	0	0	0	0	0	1	0	1
1393	735	0	663	0	202	0	1	0	0	0	0	0	1	0	0	1
1394	735	663	1193	0	202	0	1	0	0	0	0	0	0	1	0	1
1395	735	1193	2456	0	202	0	0	1	0	0	0	0	0	1	0	1
1396	735	2456	3435	0	202	0	0	1	0	0	0	0	0	1	0	0
1397	736	0	643	1	202	0	0	0	0	0	0	0	1	0	0	1
1398	737	0	475	1	202	0	0	0	0	0	0	0	1	0	0	1
1399	738	0	475	1	202	0	0	0	0	0	0	0	1	0	0	1
1400	739	0	636	1	202	0	0	0	0	0	0	0	1	0	0	1
1401	740	0	643	0	202	0	0	0	0	0	0	0	1	0	0	1
1402	740	643	1173	0	202	0	0	0	0	0	0	0	0	1	0	1
1403	740	1173	2436	0	202	0	0	0	0	0	0	0	0	1	0	1
1404	740	2436	3504	0	202	0	0	0	0	0	0	0	0	1	0	0
1405	740	3504	3609	1	202	0	0	0	0	0	0	0	0	1	0	0
1406	741	0	244	1	202	0	1	0	0	0	0	0	1	0	0	1
1407	742	0	420	1	202	0	0	0	0	0	0	0	1	0	0	1
1408	743	0	251	1	202	0	1	0	0	0	0	0	1	0	0	1
1409	744	0	282	1	202	0	1	0	0	0	0	0	1	0	0	1
1410	745	0	572	1	202	0	1	0	0	0	0	0	1	0	0	1
1411	746	0	287	1	202	0	0	0	0	0	0	0	1	0	0	1
1412	747	0	574	0	202	0	0	0	0	0	0	0	1	0	0	1
1413	747	574	1104	0	202	0	0	0	0	0	0	0	0	1	0	1
1414	747	1104	1275	1	202	0	0	1	0	1	0	0	0	1	0	1
1415	748	0	399	1	202	0	1	0	0	0	0	0	1	0	0	1
1416	749	0	186	1	202	0	0	0	0	0	0	0	1	0	0	1
1417	750	0	355	1	202	0	1	0	0	0	0	0	1	0	0	1
1418	751	0	355	1	202	0	1	0	0	0	0	0	1	0	0	1
1419	752	0	355	1	202	0	1	0	0	0	0	0	1	0	0	1
1420	753	0	168	1	202	0	0	0	0	0	0	0	1	0	0	1
1421	754	0	168	1	202	0	0	0	0	0	0	0	1	0	0	1
1422	755	0	118	1	202	0	1	0	0	0	0	0	1	0	0	1
1423	756	0	151	1	202	0	1	0	0	0	0	0	1	0	0	1
1424	757	0	365	1	202	0	0	0	0	0	0	0	1	0	0	1
1425	758	0	532	0	202	0	0	0	0	0	0	0	1	0	0	1
1426	758	532	1062	0	202	0	0	0	0	0	0	0	0	1	0	1
1427	758	1062	2325	0	202	0	0	0	0	0	0	0	0	1	0	1
1428	758	2325	3304	0	202	0	0	0	0	0	0	0	0	1	0	0
1429	759	0	340	1	202	0	0	0	0	0	0	0	1	0	0	1
1430	760	0	482	0	202	0	0	0	0	0	0	0	1	0	0	1
1431	760	482	833	1	202	0	0	0	0	0	0	0	0	1	0	1
1432	761	0	482	0	202	0	0	0	0	0	0	0	1	0	0	1
1433	761	482	1012	0	202	0	0	0	0	0	0	0	0	1	0	1
1434	761	1012	2275	0	202	0	0	0	0	0	0	0	0	1	0	1
1435	761	2275	3343	0	202	0	0	0	0	0	0	0	0	1	0	0
1436	761	3343	3769	0	202	0	0	0	0	0	0	0	0	1	0	0
1437	761	3769	4459	0	202	0	0	0	0	0	0	0	0	0	1	0
1438	762	0	278	1	202	0	1	0	0	0	0	0	1	0	0	1
1439	763	0	478	0	202	0	0	0	0	0	0	0	1	0	0	1
1440	763	478	1008	0	202	0	0	0	0	0	0	0	0	1	0	1
1441	763	1008	1368	1	202	0	0	1	0	1	0	0	0	1	0	1
1442	764	0	477	0	202	0	1	0	0	0	0	0	1	0	0	1
1443	764	477	678	1	202	0	1	0	0	0	0	0	0	1	0	1
1444	765	0	271	1	202	0	0	0	0	0	0	0	1	0	0	1
1445	766	0	271	1	202	0	0	0	0	0	0	0	1	0	0	1
1446	767	0	268	1	202	0	1	0	0	0	0	0	1	0	0	1
1447	768	0	268	1	202	0	1	0	0	0	0	0	1	0	0	1
1448	769	0	268	1	202	0	1	0	0	0	0	0	1	0	0	1
1449	770	0	50	1	202	0	1	0	0	0	0	0	1	0	0	1
1450	771	0	469	0	202	0	0	0	0	0	0	0	1	0	0	1
1451	771	469	999	0	202	0	0	0	0	0	0	0	0	1	0	1
1452	771	999	1554	1	202	0	0	1	0	1	0	0	0	1	0	1
1453	772	0	372	1	202	0	0	0	0	0	0	0	1	0	0	1
1454	773	0	463	0	202	0	0	0	0	0	0	0	1	0	0	1
1455	773	463	818	1	202	0	0	0	0	0	0	0	0	1	0	1
1456	774	0	463	0	202	0	0	0	0	0	0	0	1	0	0	1
1457	774	463	818	1	202	0	0	0	0	0	0	0	0	1	0	1
1458	775	0	463	0	202	0	0	0	0	0	0	0	1	0	0	1
1459	775	463	818	1	202	0	0	0	0	0	0	0	0	1	0	1
1460	776	0	463	0	202	0	0	0	0	0	0	0	1	0	0	1
1461	776	463	818	1	202	0	0	0	0	0	0	0	0	1	0	1
1462	777	0	457	0	202	0	1	0	0	0	0	0	1	0	0	1
1463	777	457	987	0	202	0	1	0	0	0	0	0	0	1	0	1
1464	777	987	1632	1	202	0	0	1	0	0	0	0	0	1	0	1
1465	778	0	112	1	202	0	1	0	0	0	0	0	1	0	0	1
1466	779	0	127	1	202	0	1	0	0	0	0	0	1	0	0	1
1467	780	0	127	1	202	0	1	0	0	0	0	0	1	0	0	1
1468	781	0	434	0	202	0	0	0	0	0	0	0	1	0	0	1
1469	781	434	964	0	202	0	0	0	0	0	0	0	0	1	0	1
1470	781	964	1135	1	202	0	0	1	0	1	0	0	0	1	0	1
1471	782	0	411	0	202	0	0	0	0	0	0	0	1	0	0	1
1472	782	411	951	1	202	0	0	0	0	0	0	0	0	1	0	1
1473	783	0	405	0	202	0	0	0	0	0	0	0	1	0	0	1
1474	783	405	935	0	202	0	0	0	0	0	0	0	0	1	0	1
1475	783	935	2198	0	202	0	0	0	0	0	0	0	0	1	0	1
1476	783	2198	3266	0	202	0	0	0	0	0	0	0	0	1	0	0
1477	783	3266	3309	0	202	0	0	0	0	0	0	0	0	1	0	0
1478	784	0	405	0	202	0	0	0	0	0	0	0	1	0	0	1
1479	784	405	935	0	202	0	0	0	0	0	0	0	0	1	0	1
1480	784	935	2198	0	202	0	0	0	0	0	0	0	0	1	0	1
1481	784	2198	3266	0	202	0	0	0	0	0	0	0	0	1	0	0
1482	784	3266	3309	0	202	0	0	0	0	0	0	0	0	1	0	0
1483	785	0	397	0	202	0	0	0	0	0	0	0	1	0	0	1
1484	785	397	654	1	202	0	0	0	0	0	0	0	0	1	0	1
1485	786	0	397	0	202	0	0	0	0	0	0	0	1	0	0	1
1486	786	397	927	0	202	0	0	0	0	0	0	0	0	1	0	1
1487	786	927	1691	1	202	0	0	0	0	0	0	0	0	1	0	1
1488	787	0	390	0	202	0	1	0	0	0	0	0	1	0	0	1
1489	787	390	920	0	202	0	1	0	0	0	0	0	0	1	0	1
1490	787	920	2183	0	202	0	0	1	0	0	0	0	0	1	0	1
1491	787	2183	3162	0	202	0	0	1	0	0	0	0	0	1	0	0
1492	788	0	390	0	202	0	1	0	0	0	0	0	1	0	0	1
1493	788	390	920	0	202	0	1	0	0	0	0	0	0	1	0	1
1494	788	920	2183	0	202	0	0	1	0	0	0	0	0	1	0	1
1495	788	2183	3162	0	202	0	0	1	0	0	0	0	0	1	0	0
1496	789	0	383	0	202	0	0	0	0	0	0	0	1	0	0	1
1497	789	383	913	0	202	0	0	0	0	0	0	0	0	1	0	1
1498	789	913	2176	0	202	0	0	1	0	1	0	0	0	1	0	1
1499	789	2176	2313	0	202	0	0	1	0	1	0	0	0	1	0	0
1500	790	0	379	0	202	0	0	0	0	0	0	0	1	0	0	1
1501	790	379	909	0	202	0	0	0	0	0	0	0	0	1	0	1
1502	790	909	1932	0	202	0	0	1	0	1	0	0	0	1	0	1
1503	791	0	358	0	195	0	1	0	0	0	0	0	1	0	0	1
1504	791	358	888	0	195	0	1	0	0	0	0	0	0	1	0	1
1505	791	888	2151	0	195	0	0	1	0	1	0	0	0	1	0	1
1506	791	2151	3219	0	195	0	0	1	0	1	0	0	0	1	0	0
1507	791	3219	3645	0	195	0	0	0	1	0	1	0	0	1	0	0
1508	791	3645	5456	0	195	0	0	0	1	0	1	0	0	0	1	0
1509	792	0	349	0	195	0	0	0	0	0	0	0	1	0	0	1
1510	792	349	511	1	195	0	0	0	0	0	0	0	0	1	0	1
1511	793	0	342	0	195	0	0	0	0	0	0	0	1	0	0	1
1512	793	342	697	1	195	0	0	0	0	0	0	0	0	1	0	1
1513	794	0	342	0	195	0	0	0	0	0	0	0	1	0	0	1
1514	794	342	872	0	195	0	0	0	0	0	0	0	0	1	0	1
1515	794	872	2135	0	195	0	0	1	0	1	0	0	0	1	0	1
1516	794	2135	3203	0	195	0	0	1	0	1	0	0	0	1	0	0
1517	794	3203	3629	0	195	0	0	0	1	0	1	0	0	1	0	0
1518	794	3629	3946	0	195	0	0	0	1	0	1	0	0	0	1	0
1519	795	0	342	0	195	0	0	0	0	0	0	0	1	0	0	1
1520	795	342	872	0	195	0	0	0	0	0	0	0	0	1	0	1
1521	795	872	2135	0	195	0	0	0	0	0	0	0	0	1	0	1
1522	795	2135	2785	0	195	0	0	0	0	0	0	0	0	1	0	0
1523	796	0	307	0	195	0	1	0	0	0	0	0	1	0	0	1
1524	796	307	670	1	195	0	1	0	0	0	0	0	0	1	0	1
1525	797	0	292	0	195	0	0	0	0	0	0	0	1	0	0	1
1526	797	292	822	0	195	0	0	0	0	0	0	0	0	1	0	1
1527	797	822	2085	0	195	0	0	1	0	0	0	0	0	1	0	1
1528	797	2085	3153	0	195	0	0	1	0	0	0	0	0	1	0	0
1529	797	3153	3579	0	195	0	0	0	1	1	0	0	0	1	0	0
1530	797	3579	4269	0	195	0	0	0	1	1	0	0	0	0	1	0
1531	798	0	92	1	195	0	1	0	0	0	0	0	1	0	0	1
1532	799	0	273	0	195	0	0	0	0	0	0	0	1	0	0	1
1533	799	273	477	1	195	0	0	0	0	0	0	0	0	1	0	1
1534	800	0	257	0	195	0	0	0	0	0	0	0	1	0	0	1
1535	800	257	787	0	195	0	0	0	0	0	0	0	0	1	0	1
1536	800	787	1987	0	195	0	0	0	0	0	0	0	0	1	0	1
1537	801	0	257	0	195	0	0	0	0	0	0	0	1	0	0	1
1538	801	257	787	0	195	0	0	0	0	0	0	0	0	1	0	1
1539	801	787	2050	0	195	0	0	0	0	0	0	0	0	1	0	1
1540	801	2050	2700	0	195	0	0	0	0	0	0	0	0	1	0	0
1541	802	0	247	0	195	0	1	0	0	0	0	0	1	0	0	1
1542	802	247	505	1	195	0	1	0	0	0	0	0	0	1	0	1
1543	803	0	231	0	195	0	0	0	0	0	0	0	1	0	0	1
1544	803	231	299	1	195	0	0	0	0	0	0	0	0	1	0	1
1545	804	0	226	0	195	0	1	0	0	0	0	0	1	0	0	1
1546	804	226	539	1	195	0	1	0	0	0	0	0	0	1	0	1
1547	805	0	108	1	195	0	1	0	0	0	0	0	1	0	0	1
1548	806	0	186	1	195	0	0	0	0	0	0	0	1	0	0	1
1549	807	0	196	0	195	0	0	0	0	0	0	0	1	0	0	1
1550	807	196	726	0	195	0	0	0	0	0	0	0	0	1	0	1
1551	807	726	1263	1	195	0	0	1	0	1	0	0	0	1	0	1
1552	808	0	190	0	195	0	0	0	0	0	0	0	1	0	0	1
1553	808	190	394	1	195	0	0	0	0	0	0	0	0	1	0	1
1554	809	0	190	0	195	0	0	0	0	0	0	0	1	0	0	1
1555	809	190	545	1	195	0	0	0	0	0	0	0	0	1	0	1
1556	810	0	173	0	195	0	0	0	0	0	0	0	1	0	0	1
1557	810	173	703	0	195	0	0	0	0	0	0	0	0	1	0	1
1558	810	703	1966	0	195	0	0	0	0	0	0	0	0	1	0	1
1559	810	1966	2945	0	195	0	0	0	0	0	0	0	0	1	0	0
1560	811	0	170	0	195	0	0	0	0	0	0	0	1	0	0	1
1561	811	170	521	1	195	0	0	0	0	0	0	0	0	1	0	1
1562	812	0	169	0	195	0	0	0	0	0	0	0	1	0	0	1
1563	812	169	622	1	195	0	0	0	0	0	0	0	0	1	0	1
1564	813	0	168	0	195	0	0	0	0	0	0	0	1	0	0	1
1565	813	168	698	0	195	0	0	0	0	0	0	0	0	1	0	1
1566	813	698	1056	1	195	0	0	1	0	1	0	0	0	1	0	1
1567	814	0	163	0	195	0	1	0	0	0	0	0	1	0	0	1
1568	814	163	693	0	195	0	1	0	0	0	0	0	0	1	0	1
1569	814	693	1248	1	195	0	0	1	0	1	0	0	0	1	0	1
1570	815	0	146	0	195	0	0	0	0	0	0	0	1	0	0	1
1571	815	146	494	1	195	0	0	0	0	0	0	0	0	1	0	1
1572	816	0	104	0	195	0	0	0	0	0	0	0	1	0	0	1
1573	816	104	634	0	195	0	0	0	0	0	0	0	0	1	0	1
1574	816	634	1897	0	195	0	0	1	0	1	0	0	0	1	0	1
1575	816	1897	2965	0	195	0	0	1	0	1	0	0	0	1	0	0
1576	816	2965	3391	0	195	0	0	0	1	0	1	0	0	1	0	0
1577	816	3391	3708	0	195	0	0	0	1	0	1	0	0	0	1	0
1578	817	0	90	0	195	0	0	0	0	0	0	0	1	0	0	1
1579	817	90	252	1	195	0	0	0	0	0	0	0	0	1	0	1
1580	818	0	77	0	195	0	1	0	0	0	0	0	1	0	0	1
1581	818	77	183	1	195	0	1	0	0	0	0	0	0	1	0	1
1582	819	0	69	0	195	0	0	0	0	0	0	0	1	0	0	1
